spatial_element,psychological_perception,behavioral_motivation,relation_type,image_id
street,sense of openness,exploration,positive,202211_113.92725478501447_22.736770270252634.png
lanes,possibilities for movement,movement,positive,202211_113.92725478501447_22.736770270252634.png
buildings,feeling of boundaries,restriction of exploration,negative,202211_113.92725478501447_22.736770270252634.png
infrastructure,limiting openness,hesitation to explore,negative,202211_113.92725478501447_22.736770270252634.png
buildings,restricted sense of vastness,limited exploration,negative,202211_113.92732766201836_22.67553680968978.png
traffic,feeling of confinement,reduced freedom of movement,negative,202211_113.92732766201836_22.67553680968978.png
infrastructure,sense of boundaries,limited exploration,negative,202211_113.92732766201836_22.67553680968978.png
road,sense of spaciousness,visual exploration,positive,202211_113.92887058598346_22.75854674049593.png
sky,sense of spaciousness,visual exploration,positive,202211_113.92887058598346_22.75854674049593.png
greenery,hint of potential exploration,encouragement to explore,positive,202211_113.92887058598346_22.75854674049593.png
infrastructure,implied limitations,restricted movement,negative,202211_113.92887058598346_22.75854674049593.png
road,sense of openness,exploration,positive,202211_113.92888130000001_22.691593299999997.png
buildings,suggests possibilities,movement,positive,202211_113.92888130000001_22.691593299999997.png
greenery,visual depth,discovery,positive,202211_113.92888130000001_22.691593299999997.png
road,impression of largeness,exploration,positive,202211_113.92993471694594_22.75313338146949.png
landscape,sense of possibility,exploration,positive,202211_113.92993471694594_22.75313338146949.png
infrastructure,sense of limitation,hesitation,negative,202211_113.92993471694594_22.75313338146949.png
road,sense of openness,exploration,positive,202211_113.9336117_22.629924599999995.png
greenery,calming effect,movement,positive,202211_113.9336117_22.629924599999995.png
buildings,sense of scale,navigation,positive,202211_113.9336117_22.629924599999995.png
road,limited exploration,restricted movement,negative,202211_113.9368539_22.690225699999996.png
urban,potential for exploration,encouraged travel,positive,202211_113.9368539_22.690225699999996.png
road,sense of openness,exploration,positive,202211_113.9360468_22.758895699999997.png
sidewalks,sense of openness,exploration,positive,202211_113.9360468_22.758895699999997.png
greenery,hint at further areas to explore,exploration,positive,202211_113.9360468_22.758895699999997.png
fences,limited feeling of exploration,restricted movement,negative,202211_113.9360468_22.758895699999997.png
buildings,limited feeling of exploration,restricted movement,negative,202211_113.9360468_22.758895699999997.png
paths,defined scope for movement,navigation,neutral,202211_113.9360468_22.758895699999997.png
buildings,limited exploration,defined movement,negative,202211_113.9328649640436_22.697613307792725.png
traffic,sense of boundaries,restricted navigation,negative,202211_113.9328649640436_22.697613307792725.png
street,lack of vastness,cautious movement,negative,202211_113.9328649640436_22.697613307792725.png
buildings,limited exploration,avoidance of movement,negative,202211_113.9321752_22.675359599999997.png
roads,restricted freedom,hesitation to explore,negative,202211_113.9321752_22.675359599999997.png
pavements,constrained environment,reduced curiosity,negative,202211_113.9321752_22.675359599999997.png
traffic,sense of danger,cautious behavior,negative,202211_113.9321752_22.675359599999997.png
intersection,sense of exploration,movement in various directions,positive,202211_113.9373523_22.6753916.png
roads,managed environment,navigation,neutral,202211_113.9373523_22.6753916.png
landscape,feeling of spaciousness,exploration,positive,202211_113.9373523_22.6753916.png
intersection,sense of spatial breadth,movement and exploration,positive,202211_113.94225220000001_22.753719199999995.png
roads,sense of connectivity,navigating through the urban context,positive,202211_113.94225220000001_22.753719199999995.png
crosswalks,sense of safety,crossing the street,positive,202211_113.94225220000001_22.753719199999995.png
roads,limited exploration,restricted movement,negative,202211_113.9414209_22.683555099999996.png
buildings,overwhelmed by urban setting,hesitation to explore,negative,202211_113.9414209_22.683555099999996.png
infrastructure,sense of confinement,avoidance of discovery,negative,202211_113.9414209_22.683555099999996.png
street,constrained view,limited exploration,negative,202211_113.94254643727618_22.59207327166163.png
buildings,sense of confinement,restricted movement,negative,202211_113.94254643727618_22.59207327166163.png
trees,feeling of enclosure,avoidance of open space,negative,202211_113.94254643727618_22.59207327166163.png
barriers,lack of safety,hesitation to explore,negative,202211_113.94254643727618_22.59207327166163.png
vehicle,sense of control,navigating defined paths,neutral,202211_113.94254643727618_22.59207327166163.png
street,sense of spaciousness,exploration in multiple directions,positive,202211_113.9432455_22.587066.png
buildings,larger context,discovering new areas,positive,202211_113.9432455_22.587066.png
landscape,potential for new experiences,exploration,positive,202211_113.9432455_22.587066.png
roads,defined boundaries,navigation,neutral,202211_113.9432455_22.587066.png
development,urban context,engagement with the city,positive,202211_113.9432455_22.587066.png
road,limited exploration,restricted movement,negative,202211_113.94342557009044_22.595511079528276.png
sidewalks,defined space,functional use,neutral,202211_113.94342557009044_22.595511079528276.png
barriers,sense of confinement,avoidance of exploration,negative,202211_113.94342557009044_22.595511079528276.png
infrastructure,visual limitation,constrained discovery,negative,202211_113.94342557009044_22.595511079528276.png
roads,sense of openness,exploration,positive,202211_113.94713426497022_22.58369575357855.png
vegetation,feeling of breadth,travel in multiple directions,positive,202211_113.94713426497022_22.58369575357855.png
landscape,implied potential,exploration,positive,202211_113.94713426497022_22.58369575357855.png
buildings,sense of vastness,exploration,positive,202211_113.9561873_22.686525999999997.png
roads,directionality,navigation,positive,202211_113.9561873_22.686525999999997.png
overpasses,urban complexity,curiosity,positive,202211_113.9561873_22.686525999999997.png
cityscape,defined boundaries,limited exploration,negative,202211_113.9561873_22.686525999999997.png
road,sense of potential for exploration,exploring pathways,positive,202211_113.9517394_22.7620258.png
signs,indication of choices,deciding direction,positive,202211_113.9517394_22.7620258.png
spaces,invitation to venture,entering green areas,positive,202211_113.9517394_22.7620258.png
sky,sense of openness,gaining perspective,positive,202211_113.9517394_22.7620258.png
landscape,hints of a larger environment,exploring beyond the frame,positive,202211_113.9517394_22.7620258.png
buildings,bounded environment,limited exploration,negative,202211_113.9444364_22.7636997.png
roads,defined pathway,navigating space,neutral,202211_113.9444364_22.7636997.png
sidewalks,sense of order,walking,positive,202211_113.9444364_22.7636997.png
street,limited exploration,reduced movement,negative,202211_113.9506242_22.6892578.png
sidewalks,functional urban environment,navigating through space,neutral,202211_113.9506242_22.6892578.png
buildings,constrained visibility,lack of discovery,negative,202211_113.9506242_22.6892578.png
plaza,unclear potential,hesitation to explore,negative,202211_113.9506242_22.6892578.png
street,limited exploration,restricted movement,negative,202211_113.95836790652298_22.69236529229209.png
buildings,defined path,minimal discovery,negative,202211_113.95836790652298_22.69236529229209.png
sidewalks,bounded space,constrained navigation,negative,202211_113.95836790652298_22.69236529229209.png
buildings,sense of enclosure,walking along the sidewalk,negative,202211_113.9570976_22.583883199999995.png
road,limited exploration,crossing the street,negative,202211_113.9570976_22.583883199999995.png
roads,sense of exploration,navigate through the city,positive,202211_113.9594759_22.6869193.png
overpass,interconnectedness,move across different areas,positive,202211_113.9594759_22.6869193.png
buildings,urban density,explore diverse environments,positive,202211_113.9594759_22.6869193.png
street,openness,navigate freely,positive,202211_113.9594759_22.6869193.png
road network,sense of freedom,move within a larger area,positive,202211_113.9594759_22.6869193.png
street,sense of movement,exploration,positive,202211_113.96124870000001_22.693383099999995.png
buildings,feeling of confinement,limited exploration,negative,202211_113.96124870000001_22.693383099999995.png
cityscape,sense of vastness,curiosity,neutral,202211_113.96124870000001_22.693383099999995.png
sidewalks,invitation to walk,movement,positive,202211_113.96124870000001_22.693383099999995.png
street,limited exploration,walking,negative,202211_113.96500278761941_22.7057305940868.png
