spatial_element,psychological_perception,behavioral_motivation,relation_type,image_id
vehicles,stimulating scene,increasing interest,positive,202203_113.91176155987927_22.577002831060557.png
pedestrians,dynamic atmosphere,encouraging interaction,positive,202203_113.91176155987927_22.577002831060557.png
trees,natural appeal,promoting relaxation,positive,202203_113.91176155987927_22.577002831060557.png
signage,clear navigation,facilitating movement,positive,202203_113.91176155987927_22.577002831060557.png
activity,vibrant energy,inspiring exploration,positive,202203_113.91176155987927_22.577002831060557.png
traffic,moderate interest,short visits,neutral,202207_114.0390344_22.565740199999993.png
infrastructure,limited fascination,minimal engagement,negative,202207_114.0390344_22.565740199999993.png
greenery,visual appeal,attraction to nature,positive,202207_114.0390344_22.565740199999993.png
buildings,functional and monotonous,difficult to engage,negative,202211_113.77505982771899_22.723719831714774.png
vehicles,limited visual interest,escape boredom,negative,202211_113.77505982771899_22.723719831714774.png
trees,sparse and unengaging,lack of attraction,negative,202211_113.77505982771899_22.723719831714774.png
trees,sense of nature,increased relaxation,positive,202207_114.0415258_22.5271703.png
buildings,visual interest,curiosity to explore,positive,202207_114.0415258_22.5271703.png
traffic,urban bustle,engagement with surroundings,neutral,202207_114.0415258_22.5271703.png
signage,information overload,heightened awareness,neutral,202207_114.0415258_22.5271703.png
shops,opportunities for discovery,shopping or browsing,positive,202207_114.0415258_22.5271703.png
pedestrian activity,social interaction,desire to connect,positive,202207_114.0415258_22.5271703.png
street,lack of fascination,avoidance of the area,negative,202207_114.0711204_22.525914400000005.png
traffic,stress and frustration,hurry through,negative,202207_114.0711204_22.525914400000005.png
construction,distraction and annoyance,distracted focus,negative,202207_114.0711204_22.525914400000005.png
barriers,feeling of confinement,seek alternate routes,negative,202207_114.0711204_22.525914400000005.png
planning,lack of engagement,disinterest in surroundings,negative,202207_114.0711204_22.525914400000005.png
trees,preventing extreme boredom,increased engagement,positive,202211_113.77730378065276_22.73701757854313.png
sky,limits potential for deep fascination,decreased exploration,negative,202211_113.77730378065276_22.73701757854313.png
buildings,lack of captivating qualities,reduced curiosity,negative,202211_113.77730378065276_22.73701757854313.png
traffic,dominance in urban landscape,limited attention to surroundings,negative,202211_113.77730378065276_22.73701757854313.png
bus,offers visual interest,momentary distraction,positive,202211_113.77730378065276_22.73701757854313.png
trees,limited fascination,lack of engagement,negative,202211_113.77998670000001_22.727497899999996.png
barriers,detracted attention,avoidance of the area,negative,202211_113.77998670000001_22.727497899999996.png
infrastructure,functional impression,indifference,neutral,202211_113.77998670000001_22.727497899999996.png
buildings,functional busy city,navigate through space,neutral,202211_113.7794258_22.7216817.png
traffic,overwhelmed by activity,avoid congestion,negative,202211_113.7794258_22.7216817.png
trees,moderately fascinating,appreciate nature,positive,202211_113.7794258_22.7216817.png
construction,detracted engagement,seek alternative routes,negative,202211_113.7794258_22.7216817.png
cyclists,dynamic movement,join in activity,positive,202211_113.7794258_22.7216817.png
trees,visual interest,exploration,positive,202211_113.78170653341552_22.710430335930678.png
buildings,boredom,avoidance,negative,202211_113.78170653341552_22.710430335930678.png
road,structured environment,navigation,neutral,202211_113.78170653341552_22.710430335930678.png
trees,moderate interest,engagement in activities,neutral,202211_113.78291956179339_22.7216500714381.png
infrastructure,functional impression,utilitarian use,negative,202211_113.78291956179339_22.7216500714381.png
greenery,lack of excitement,boredom,negative,202211_113.78291956179339_22.7216500714381.png
trees,moderate fascination,capture attention,positive,202211_113.7865158_22.714390699999996.png
overpass,visual interest,engagement,positive,202211_113.7865158_22.714390699999996.png
traffic,limited engagement,distraction,negative,202211_113.7865158_22.714390699999996.png
buildings,lack of uniqueness,disinterest,negative,202211_113.7865158_22.714390699999996.png
trees,some visual interest,engagement with environment,positive,202211_113.78304058960535_22.737725950145425.png
architecture,moderate fascination,curiosity about design,neutral,202211_113.78304058960535_22.737725950145425.png
vehicles,dynamic feel,movement observation,positive,202211_113.78304058960535_22.737725950145425.png
pedestrians,typical activity,social interaction,neutral,202211_113.78304058960535_22.737725950145425.png
construction,not overwhelmingly captivating,temporary distraction,negative,202211_113.78304058960535_22.737725950145425.png
intersection,heightened awareness,increased observation,positive,202211_113.78370155342758_22.7074816970686.png
vehicles,stimulated interest,active engagement,positive,202211_113.78370155342758_22.7074816970686.png
pedestrians,social connectivity,interaction with others,positive,202211_113.78370155342758_22.7074816970686.png
shops,curiosity,exploration of options,positive,202211_113.78370155342758_22.7074816970686.png
signage,information processing,decision making,positive,202211_113.78370155342758_22.7074816970686.png
buildings,aesthetic appreciation,visual enjoyment,positive,202211_113.78370155342758_22.7074816970686.png
traffic signals,sense of order,following rules,positive,202211_113.78370155342758_22.7074816970686.png
road markings,guidance,navigation,positive,202211_113.78370155342758_22.7074816970686.png
greenery,visual interest,attraction to space,positive,202211_113.78558075179616_22.734401360164554.png
buildings,busy impression,limited engagement,negative,202211_113.78558075179616_22.734401360164554.png
infrastructure,functional perception,lack of exploration,negative,202211_113.78558075179616_22.734401360164554.png
greenery,some visual interest,draw attention,positive,202211_113.78739203139185_22.72511476737532.png
highway,limited fascination,reduce engagement,negative,202211_113.78739203139185_22.72511476737532.png
vehicles,some dynamism,create movement,positive,202211_113.78739203139185_22.72511476737532.png
sky,not particularly boring,maintain interest,neutral,202211_113.78739203139185_22.72511476737532.png
details,lack of captivating elements,fail to engage,negative,202211_113.78739203139185_22.72511476737532.png
intersection,low fascination,lack of curiosity,negative,202211_113.7870944_22.721516699999995.png
patterns,monotony,disinterest,negative,202211_113.7870944_22.721516699999995.png
sky,lack of visual intrigue,inattention,negative,202211_113.7870944_22.721516699999995.png
environment,functional nature,minimal engagement,negative,202211_113.7870944_22.721516699999995.png
street,sense of chaos,avoidance of the area,negative,202211_113.7875024254806_22.752434936078743.png
traffic,feeling overwhelmed,withdrawal from engagement,negative,202211_113.7875024254806_22.752434936078743.png
trees,minor relief,brief appreciation,neutral,202211_113.7875024254806_22.752434936078743.png
landscaping,slight interest,momentary curiosity,neutral,202211_113.7875024254806_22.752434936078743.png
construction,frustration,distraction from surroundings,negative,202211_113.7875024254806_22.752434936078743.png
road,difficult to find captivating,hard to be bored,negative,202211_113.7878427500912_22.730293811501266.png
highway,overwhelmed by infrastructure,lack of engagement,negative,202211_113.7878427500912_22.730293811501266.png
greenery,minimal visual interest,distraction from surroundings,negative,202211_113.7878427500912_22.730293811501266.png
pillars,repetitive and dull,indifference,negative,202211_113.7878427500912_22.730293811501266.png
truck,low engagement,lack of intrigue,negative,202211_113.78807238764684_22.679775888856494.png
trees,mild interest,everyday observation,neutral,202211_113.78807238764684_22.679775888856494.png
cars,low engagement,lack of intrigue,negative,202211_113.78807238764684_22.679775888856494.png
construction,low engagement,lack of intrigue,negative,202211_113.78807238764684_22.679775888856494.png
trees,urban congestion,doesn't alleviate boredom,negative,202211_113.7880901_22.6966198.png
vehicles,lack of engagement,minimal visual interest,negative,202211_113.7880901_22.6966198.png
buildings,overwhelmed by traffic,distraction from nature,negative,202211_113.7880901_22.6966198.png
streetscape,moderate fascination,draw attention,neutral,202211_113.788117_22.677831.png
architectural,typical city environment,lack of engagement,negative,202211_113.788117_22.677831.png
commercial,limited curiosity,passive observation,negative,202211_113.788117_22.677831.png
vehicles,momentary interest,brief attention,neutral,202211_113.788117_22.677831.png
greenery,visual interest,capture attention,positive,202211_113.7887506388353_22.740704310661634.png
trees,prevent boredom,engage with surroundings,positive,202211_113.7887506388353_22.740704310661634.png
architecture,dynamic scene,explore area,positive,202211_113.7887506388353_22.740704310661634.png
traffic,stimulated environment,observe movement,positive,202211_113.7887506388353_22.740704310661634.png
pedestrian,sense of activity,promote interaction,positive,202211_113.7887506388353_22.740704310661634.png
highways,limited visual complexity,prevent boredom,negative,202211_113.78918557199142_22.749255381384106.png
